comment,Sentiment Score
Bro mithai to ban ta hai..... Muslim party jo jit gaya..... And u r the big supporter of congress,"{'neg': 0.176, 'neu': 0.588, 'pos': 0.235, 'compound': 0.0516}"
Great analysis Akash. Congratulations to Karnataka again.,"{'neg': 0.0, 'neu': 0.273, 'pos': 0.727, 'compound': 0.8402}"
nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Agenda... Agenda... Agenda... Mera... 15-Lakh Rupee... Ka Agenda Kawya...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
गर्व से कहो हम देशभक्त हैं .....🇮🇳,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
B. L Santosh help congress to destroy bjp in karnataka,"{'neg': 0.312, 'neu': 0.446, 'pos': 0.241, 'compound': -0.2023}"
I watch your almost every video.... You do lot of research and then you say anything.. .... I like this thing of yours...... Lots of respect and love from Pakistan 🇵🇰,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.8689}"
Jai Bhim,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mere 15 lakh aaj bhi pending he hai ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"To all the north indians saying karnataka is next kerala, Listen I am karnataka guy but we should focus in development of the nation not religious politics, we need a responsible regime, may it be Modi's Bjp or Rahul's congress. If we hate muslims then we can just ignore them instead of harassing them lets move on. We are already called an islamophobic nation and third world country 2 big titles lol. Muslims will never be majority in india according to dew report but still some north hindus are always harassing and mob lynching muslims which brings shame to whole nation. I was islamophobic too but now i just ignore them and move on. No need of unnecessary fights. Now everyone just focus on development of the country. And Narendra Modi will win again next year and take over india but this time lets ignore religious politics and focus on development of the nation. We know to protect our dharma so dw hindus are in majority in south plus population of hindus are rising in karnataka without checking facts you north indians come and say that karnataka is under muslim which doesnt has any logic. Hindu population is more than 80% in karnataka and all political candidates are hindus so how tf are you saying that? You deserve to he called andhbakts. We know to handle muslims if they try to mess with our religion so dont worry we are descendents of cholas,cheras,kadambas, kittur chennama we have warrior blood in us. We will join north for a akhand bharath where everyone lives peacefully. But again dont teach us anything we are hindus too but with a different culture and different mindset. We want hindu rashtra too but without harming anyone of other faiths. If youre really concerned about their population growth then you can check the current stats. Dont just believe in media. I support Modi for india. But for now let us see what Congress can deliver and if Rahul gandhi and his people didnt fulfil the promises then we will overthrow the government next time so dont worry. Our south india especially karnataka is very much developed and compared to north and we need some more time to further improve it. I dont see muslims as a problem cause i barely see muslims in my city so dont worry. Hindi rashtra will form one day soon and akhand bharat too!! But following our dharma we shouldnt harass anyone. We also will bring population control bill which is very much necessary. And talking about banning hijab, then let us ban burqa(black raincoat) but not hijab, muslim girls need hijab or head scarf during their festivals thats their belief making them sad is not the way, Ban burqa but let them wear a scarf and they can remove it inside school or workplace but in public place is for safety a piece of scarf cant harm anyone and also they can remove it if they feel safe, if hindu women can wear saree in arab nations, turkic nations and even pakistan then why muslims cant wear a piece of cloth on their head? Yes burqa should be banned i agree with that. If all hold hands we can focus more on the development, which ever muslim or anyone does any crime let us give that person very serious punishment but no need to bring religious fights. Also stop comparing india with shithole pakistan or poor bangladesh, let us compare with china and grow by giving competition to it, and  Hindu rashtra will form sooner than we think but we dont need a underdeveloped nation at that time cos everyone outside the nation will make fun of us!!","{'neg': 0.15, 'neu': 0.706, 'pos': 0.143, 'compound': -0.7149}"
Freebies pay kon krey ga == higer tax rate ,"{'neg': 0.125, 'neu': 0.625, 'pos': 0.25, 'compound': 0.34}"
"As person who lives in Karnataka i know people gv Congress a chance to form a gov because of corrupt BJP state leaders 
But it won't hv any impact on lok sabha elections since people of Karnataka prefer Modi to rahul gandhi","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}"
Main reason don't worry I won't be jailed modi gives lot of taxes,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.6167}"
"Bhai dalal media ko smjh gyi h desh ki public ab hsti h unki shkl dekh kr 
Phle se pta hota h aaj kya bolne wale hain
Hindu Muslim 
Pakistan","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"I reckon bjp loosing Karnataka is nothing more than a ploy. It seems they did this purposely,  so they could do vote rigging during the Lok Sabha election, and they will conveniently win, and when questioned about their win during Lok Sabha election,  they can give an example of this loss in Karnataka election. Bjp is quite smart.","{'neg': 0.097, 'neu': 0.627, 'pos': 0.277, 'compound': 0.8357}"
"Karnataka won just because of the freebies promised by Congress nothing else. We all know the truth what Congress has done so far in the states where they are in power. None of the promise has been full-filled till now.

Mitron, I understand we have lost the battle but not the war. Ups and Downs will come but should not loose hope. Once Kannadigas will know the truth they will vote BJP back.","{'neg': 0.353, 'neu': 0.477, 'pos': 0.17, 'compound': -0.7774}"
Uncle aage Aisa nahin hoga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Lets hope people wake up by the time of 2024 Elections, and vote for development, education, health care etc, and vote with their eyes open and wake up-ed mind","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7269}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"After Karnataka results, There should be a question that media should be asking congress how they will apply those welfare schemes and make financially viable?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"Ye nafrat pe mohabbat ki jiit hai 
Congratulations to all educational people in Karnataka.","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"Opposition unity k kahan jarurat h? Jahan chahiye wahan h hin, ye tuchha, pk in sabki dukan bjp h tabtak chal rahi h, isliye inlogon k chahat hogi hin bjp rahe satta me, aap k taraf inclined h isliye bola promise pura nhi krti Congress, kisko pura nhi kiya ye bataye? Aur punjab me Manifesto ka konsa pura kar rahi h aap... Inlogon k viewership ghatao bhaiyon tab sudhrenge, desh Ko janane k liye in tuchhon k jarurat padegi kya hame..","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.3939}"
"Why Congress won in Karnataka. 
1) Congress has always been strong in Karnataka. 
2) BJP started dividing religions just to get votes.
3) People vote a particular member who has done good in the past in that particular area, they don't vote for a party. They vote for a person. Most of the Congress candidates are good in Karnataka.","{'neg': 0.06, 'neu': 0.696, 'pos': 0.244, 'compound': 0.7809}"
I support Congress ..,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
People started thinking what's happening in this country..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Congress insults Muslims as they will not get deputy chief minister post despite helping Congress to win karnataka.. Congress puts the Muslims to its place.,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.7757}"
Karnataka not rejected Modiji but rejected BJP because BJP not done any development in Karnataka,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.765}"
"Deshbhakt when I saw this news on television, your episode was the first thing that came to my mind ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"One win and all the rats come out of the holes again. Lol. Most state elections are fought on local issues. So Modi has limited say - either in wins or losses. The very same people mayvvote drastically differently in the national elections. In our state for example TRS will win by a big margin again but BJP will win 4 to 5 MP seats again. If congress wants to take on Modi again with Pappu and his Alu factory, good luck to them. This time they may end up with 20 seats.  We deserve a better opposition than these jokers.","{'neg': 0.094, 'neu': 0.543, 'pos': 0.363, 'compound': 0.9674}"
Jb se bjp aai hai dharam dharm bauhat ho gya hai jb congress thi tb aasa nahi tha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"We Believe in Unity in Diversity. . . Its an unique. . 
Jai Hind . . Jai Congress. . Jai Rahul Gandhi Ji . . .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka has dks who is mastermind of karnataka he shld be made cm of karnataka only bcoz of him congress has won,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"So if congress win its democracy , if BJP wins its hinduvatha?. What about congress appeasement and votebank politics ex giving reservation for muslims and supporting talak talak issue.
Common guys, i will support people belongs to india not foreigners. ","{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.9382}"
"Who are happy after BJP loss ... 

1 Pakistan
2 china","{'neg': 0.23, 'neu': 0.4, 'pos': 0.37, 'compound': 0.34}"
"Only 10 item free education, madicine, hospital, electric, water, train, bus, no gat, no tax, ration free, and every person monthly 5000 jo bolega 100% vo pm","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.765}"
This can be a good opportunity for Congress to make a good image in public for 2024 election.,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.8225}"
"Ye bhakt banarjee, dhruv rathee bs chaate hai AAP BJP haar kya gyi ye log to aise btate hai ki Ukraine ne Russia ko defeat kr diyaa war mein","{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.7845}"
"But shouldn't underestimate BJP because in 2023 karnataka assembly elections : - 

1) INC - 1,67,89,272 (135 seats)
2) BJP - 1,40,96,529 (66 seats)","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2235}"
"Idea of Hate politics is to keep the pot boiling...
Spills out eventually...
Puts out the fire 
Democracy won against autocracy. People against tyranny. ","{'neg': 0.303, 'neu': 0.697, 'pos': 0.0, 'compound': -0.7269}"
"Only Narendra  Damodardas modi can save this country.
We all proud for him that we are having a person like him..Love Modi ji love you love you love you..","{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.979}"
Why Congress loss gujrat,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}"
"I am kannadiga and we were just fed up with our lazy politicians hence this result, but i don't hate modi ","{'neg': 0.2, 'neu': 0.56, 'pos': 0.24, 'compound': 0.1275}"
Make a video on kritagya 3 icar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
In Karnataka sidramya only king,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Proud of my homies in Karnataka! Love from TN. W for Karnataka!,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.8353}"
"तुमसे पहले जो तख्तनशी था, उसे भी अपने खुदा होने पर इतना ही यकीं था।","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
🇧🇩🇧🇩🇧🇩️️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
DK & SIDDU SIR MAKE THIS VICTORY ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
People hating bjp and voting for Congress as if it is very secular.. the simple reason is the hate to Modi is growing in numbers and that's the sole reason why Congress came to power... People in this comment section we doing drama that they don't need any govt to teach religion.. bjp govt in Karnataka never preached religion.. just don't comment shit,"{'neg': 0.147, 'neu': 0.756, 'pos': 0.097, 'compound': -0.5229}"
आलू से सोना बनाने वाली मशीन घर घर degi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Was waiting for this .
Congratulations to you also.
Bjp want to remove hijab in Karnataka but public remove them from the chair .","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}"
Bhai itna bhi congess ki propoganda chalana nahi tha .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Manipur burning, wrestler harassment, Gujarat woman","{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}"
I love your t shirt,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}"
"I think you should change the thumbnail of this video, Karnataka did not reject Modi ji but we rejected the Local BJP leaders of Karnataka. Modi Ji is good but not all the leaders of BJP. 
Congress did not win because of the development, they won because of Local BJP government did not develop anything in last 4 years and Congress won because of the freebies that they have promised.","{'neg': 0.14, 'neu': 0.581, 'pos': 0.279, 'compound': 0.7184}"
"Naam deshbhakt he but he is actually anti-national,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Why Me as A Kannadiga, Rejected Modi Is I am Educated and sensible and a mature person ..... I can see wat Modi Sarkaar is doing..... So South rejects BJP","{'neg': 0.291, 'neu': 0.583, 'pos': 0.126, 'compound': -0.5719}"
"कर्नाटक से ही नही , अब ये नफरती भाजपा को भारत से ही हराना चाहिए !!!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
More freebies should be given…make everything free....why should people work! Let’s follow the pakistan model we will reach greater heights  ,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.8398}"
Aayega to Modi hi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"In the victory of Congress, 40 percent of the votes are of Muslims, because the Hijab issue itself troubled the votes of Muslims, that's why Congress also benefited.","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4588}"
Sir main karnatak se hoon paise deke vota kharida hain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"अफसोस की बात तो ये है जनता को हिंदुत्व, हिजाब, हिन्दू खतरे में यही मुद्दे लुभाते है पूरे भारत में एजुकेटेड दक्षिण भारत के आलावा","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BAHI CONGRESS KY NEHRU DY NASTY SY DESH KO BACHANA HY,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}"
Congress fake af me Himachali not getting 300 unit free electricity 15 may I got bill 494 for 154 units electricity prices are doubled as compared to previous government me not a supporter of bjp but still,"{'neg': 0.102, 'neu': 0.721, 'pos': 0.177, 'compound': 0.3182}"
ये कांग्रेस की जीत नही भारत की लोकतंत्र की जीत है  ।   ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Everyone will realise how bjp plays communal game and slowly they'll get vanished. I voted for bjp too but slowly realised they gain vote by dividing people not by working. Karnataka did the right thing and whole india will slowly come to know what game they are playing. I have hindu and muslim friends and nobody never fights but bjp created a fear and wants to seperate hindu because of majority. Nobody ever wanted a country divided but they are fighting for hindus instead of developing the country. Except hindus all the other religions are are in fear. Bjp' s policies are RSS based. As a christian i can say that india is emotional but not fool soon these culprit group will get vanished.,"{'neg': 0.156, 'neu': 0.681, 'pos': 0.163, 'compound': -0.0982}"
Or ye bolna bhul Gaya ki 1985 se har dusre election main c.m change hota h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
नफ्रत के बाजार मे मोहब्बत की दुकान,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Don’t go by freebies,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
"2014 to 2023 ((( modi government positive and negative point explain in detail))) 


I want reality because 2024 ma mai 18+ ho rha ","{'neg': 0.171, 'neu': 0.602, 'pos': 0.227, 'compound': 0.0516}"
"Godi government and godi media has destroyed my India. kannadigas wanted peace in karnataka .
No divide and rule game by godi government in Karnataka.
Kannadigas:bye bye godi government.","{'neg': 0.125, 'neu': 0.739, 'pos': 0.136, 'compound': 0.0772}"
Karnataka me hindu khatare me nhi h . isliye congress jita,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BJP hatao Desh bachao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Modi ka inflated big baloon pura fatt gaya.!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Chalo ab dekte hai ki congress kya devlopment karti hai ya fir ek Naya bangal milega india ko...

Edit: pakistan jindabad slogan shouted in banglore Karnataka after Congress win  achi jaga ja Raha hai State.","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5859}"
Beshbhakt and dhruv rathee proud of u both,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}"
Kitna khush hai ye launda aaj. Bahoot dino baat Aisa mauka Mila hai naa. 2024 ka result jab aayega tab dekhna iska energy direction change kar k niklega.,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.2732}"
Matlab kuch bhi ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
नफ़रत भगाओ देश बचाओ अभियान चलाया जाए ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Finally one Katora for begging to every male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Neta type adha Kam mat karo..
Subscribe ke sath sath bell icon bhi daba do..  ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BJP like saying - Kya se kya hogaya... bewafa -(RSS)... Tere pyar mein ,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
I am full support.congress.NAGA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Jo 12 mahilaaen hain unko chalane wale unke husbands hain.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I was waiting for your detailed video. Thanks again.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
Who votes for the corrupt congress ? This isn’t something to be proud about. India can’t go a step back after the global impact they are having now. Hopefully the rest of the people vote carefully,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.743}"
For u kind information ITS NOT Hyderabad or Bombay Karnataka ITS KITTURU and KALYANA KARNATAKA ...don't lose ur authenticity man..do a proper research.,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.6866}"
"KERALA STORY, BAJARANG DAL BAN, LOVE JIHAD, CONVERSION, COW, TIPPU all failed miserably. 
People need jobs & development.","{'neg': 0.382, 'neu': 0.458, 'pos': 0.16, 'compound': -0.7003}"
Gongresh jo raja hai raja hi rehega isme koi shak nahi hia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BJP hataoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"People are really Fed up of  the communal politics of BJP .
Akash bhai kindly make sure your videos reach to opposition parties' social media handles","{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8074}"
"Roadshows won't help BJP to get votes. 
Main Reasons to FAIL in Karnataka as per me.
1. Religion Talks
2. Language (Imposing HINDI)","{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.7317}"
Giving free is development?,"{'neg': 0.0, 'neu': 0.149, 'pos': 0.851, 'compound': 0.6908}"
"operation lotus 
operation pigeon 

Please make a video on it Akash ","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}"
Godi media nhi dekhte honge waha par isliye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Educated people did not vote for Congress in India, only Ganji girakees.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Being Muslim i feel safe now . No end of reservation and now our daughter sister can wear whatever she want including hijab,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}"
Rahul gandhi next pm.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka BJP government not implemented anything to State. only speaking no use ! Yudiyarappa not helped any to people's..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
ED officer be like बहुत काम करना है इस बार ,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
"Bas Karo yar. Olle  child thara adthane ivnu.. Idhar ""AAP"" logo ki tarah propaganda nahi chalate Hain hum .. political party or ideologies doesn't matter in karnataka. Govt which fails to deliver good governance will be rejected after their term. All parties have faced this before since several decades ! In future also it will happen ! Shocking to know about you and dhruvs inclination  towards a particular political party..","{'neg': 0.187, 'neu': 0.647, 'pos': 0.166, 'compound': 0.1803}"
"Chahe Mughal ho,Mourya ho ya koi bhi Indian Empire Wo south india ko puri tarah nahi jeet pae 

Isi tarah south india walo ne modi ko bhi haraya","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bjp thinks people are fool,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}"
Brother kartaka agle saal tak nehi jala to naam kaat dena.. Karnataka ka hindus shuru ho jao agla number tumhara hai kashmir aur kerela ke baad..all the best..issi channel mai aaungi uss din jis din wo manjar pik pe hoga ,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.6705}"
victory of freebies,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
Very simple we Karnataka people wants development in our state which Congress has promised..and Rahul Gandhi did a fantastic campaning .. listening to local issues of people,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.7269}"
पाकिस्तान ke naare lge h कर्नाटक में after counting ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Are bhai patna me bageshwar wale baba ke dhong ko ujagar kro...hmare desh me log andh bhakti me pagal ho rhe h...please ispe b ek video bnao,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3182}"
"The problem is
Election commission is not that corrupt in every state or else BJP would have won every election in every state","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}"
Gujrat mein Aaj gareeb logh fotfatpar sotheh hain aur rahete bhi hain tho gujrat model kaise howa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Accha huaa
Ab karnataka barbad hone se bach jaiga 5 yr k liye","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I can see the happiness behind his face.....today you'll be very happy for sure.....,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.8625}"
Aree jo log bol rahe hai congress won buz they said free thing bro saala sabko paise de kar vote liya hai mujhe pata hai because I am from Karnataka don't think congress won buz they did some free skims,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.765}"
Kala Chasma lgakar rone wale bhai tumne to sb ko ruladiya hm ye drd brdasht nhi kr parhe maharashtra me agr aesa hogya to attack azayega,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}"
What he forgot to mention is Congress Won because of RAHUL GANDHI ji,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Yea, maybe it's easy to think of spending money which someone didn't make themselves. I'm not a Modi lover but it's a fact that BJP has built a reserve of 3.8 Trillion from 1 Trillion in a decade.
And I request you to have a look at the video of Shahil Khan stabbing Shashi Shinha on road this week, how many !?","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7901}"
PAPPU BAHGAT UP RESUKT BHI AYA WOH BHI BTA DEY DY,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Andh Bhakt Pure din social media pe nazar nhi Aaya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
It's great to hear BJP lost but Hijab is still regressive and we support Uniform Civil Code.,"{'neg': 0.127, 'neu': 0.497, 'pos': 0.376, 'compound': 0.6705}"
"Coz, we're educated enough understand he's a con-artist.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"चाय वाला कर्नाटक में इतनी बुरी तरह से हार रहा है,
कि उसे समझ नहीं आ रही कि मैं चाय में अदरक डालूं या इलायची ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"A people that elect corrupt politicians... are not victims ...but accomplices - George Orwell.

Voters rejected Modi Ji? Keep dreaming. This is never going to happen, elections is no more efficiency and development. Its all about money and freebies.","{'neg': 0.181, 'neu': 0.647, 'pos': 0.172, 'compound': -0.0772}"
Since 3 to 4 months I feel like you have either biased or working alongside the opposition.. your value is high if you’re neutral and zero if you’re biased l.,"{'neg': 0.209, 'neu': 0.547, 'pos': 0.244, 'compound': 0.1779}"
Feeling sad for Bhakt Banerjee ,"{'neg': 0.47, 'neu': 0.303, 'pos': 0.227, 'compound': -0.3818}"
BJP doing politics provoking religion political using our Hindu brothers id Hindu brothers vote for development BJP not win,"{'neg': 0.097, 'neu': 0.699, 'pos': 0.204, 'compound': 0.4588}"
Ab Evm hack nhi hai b h s d w l e the desh bhakt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
